email,devices,city,phone,id,name
Princess.Schneider@example.com,"['Android', 'Desktop']","Paris, France",683-604-6287,271.0,Princess Schneider
Priya.Moore@example.com,['Desktop'],"Paris, France",455-692-4736,117.0,Priya Moore
Qasim.Bullock@example.com,"['Android', 'Iphone', 'Desktop']","Chicago, USA",392-468-4297,970.0,Qasim Bullock
Rabia.Parsons@example.com,['Android'],"Montreal, Canada",244-470-8381,612.0,Rabia Parsons
Rachael.Shields@example.com,"['Android', 'Iphone', 'Desktop']","New York, USA",557-384-9605,349.0,Rachael Shields
Rachael.Sykes@example.com,"['Desktop', 'Iphone']","San Diego, USA",623-319-1782,278.0,Rachael Sykes
Raheem.Ellis@example.com,"['Desktop', 'Iphone']","Chicago, USA",491-961-7709,684.0,Raheem Ellis
Rahim.Cuevas@example.com,['Iphone'],"Los Angeles, USA",300-879-5941,87.0,Rahim Cuevas
Raja.Hull@example.com,"['Android', 'Desktop']","Toronto, Canada",209-644-4005,449.0,Raja Hull
Raja.Reeves@example.com,"['Android', 'Iphone']","Montreal, Canada",990-569-7356,995.0,Raja Reeves
Rajan.Dickson@example.com,['Android'],"San Diego, USA",372-775-6929,772.0,Rajan Dickson
Rajan.Fletcher@example.com,"['Android', 'Desktop']","Chicago, USA",443-159-6306,553.0,Rajan Fletcher
Randy.Edwards@example.com,['Iphone'],"Barcelona, Spain",935-107-2953,344.0,Randy Edwards
Randy.Sparks@example.com,['Iphone'],"New York, USA",339-468-1078,884.0,Randy Sparks
Rebekah.Shaw@example.com,"['Android', 'Desktop']","Chicago, USA",531-380-1711,307.0,Rebekah Shaw
Reggie.Strong@example.com,"['Android', 'Iphone', 'Desktop']","Toronto, Canada",459-645-8476,369.0,Reggie Strong
Renee.Arroyo@example.com,"['Desktop', 'Iphone']","Los Angeles, USA",706-663-4493,965.0,Renee Arroyo
Renee.Mullen@example.com,"['Android', 'Desktop']","San Diego, USA",185-170-8307,817.0,Renee Mullen
Rhiannon.Vaughan@example.com,"['Android', 'Iphone']","Chicago, USA",206-626-6238,972.0,Rhiannon Vaughan
Rhodri.Haley@example.com,['Iphone'],"London, United Kingdom",574-869-4715,730.0,Rhodri Haley
Rhodri.Kelley@example.com,['Iphone'],"Los Angeles, USA",106-651-2649,181.0,Rhodri Kelley
Rhonda.Coffey@example.com,"['Desktop', 'Iphone']","San Francisco, USA",473-420-4500,490.0,Rhonda Coffey
Ria.Ponce@example.com,['Iphone'],"Chicago, USA",547-111-1151,619.0,Ria Ponce
Ricardo.Odling@example.com,"['Android', 'Iphone']","New York, USA",218-272-9415,913.0,Ricardo Odling
Richard.Jones@example.com,"['Desktop', 'Iphone']","San Francisco, USA",478-814-3941,799.0,Richard Jones
Richard.Pope@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",216-184-3684,694.0,Richard Pope
Ridwan.Houston@example.com,['Desktop'],"London, United Kingdom",530-308-5425,188.0,Ridwan Houston
Riley.Fletcher@example.com,['Android'],"London, United Kingdom",522-750-5985,821.0,Riley Fletcher
Rio.Pennington@example.com,"['Android', 'Iphone', 'Desktop']","New York, USA",473-123-1959,601.0,Rio Pennington
Rio.Suarez@example.com,"['Desktop', 'Iphone']","Paris, France",304-182-8487,450.0,Rio Suarez
Rishi.Barron@example.com,"['Android', 'Iphone', 'Desktop']","Montreal, Canada",331-128-4346,608.0,Rishi Barron
Robbie.Hardy@example.com,['Android'],"Chicago, USA",950-716-3630,796.0,Robbie Hardy
Robbie.Paul@example.com,"['Android', 'Desktop']","Los Angeles, USA",852-236-4050,373.0,Robbie Paul
Rohan.Figueroa@example.com,['Android'],"New York, USA",542-617-7442,728.0,Rohan Figueroa
Romeo.Martin@example.com,"['Desktop', 'Iphone']","Toronto, Canada",834-460-4855,356.0,Romeo Martin
Ronald.Estes@example.com,['Iphone'],"Chicago, USA",328-873-2183,623.0,Ronald Estes
Ronnie.Burch@example.com,"['Desktop', 'Iphone']","San Diego, USA",184-620-1928,871.0,Ronnie Burch
Roosevelt.Huff@example.com,"['Android', 'Desktop']","New York, USA",348-716-1274,968.0,Roosevelt Huff
Rory.Bartlett@example.com,"['Android', 'Iphone']","San Diego, USA",429-411-4734,329.0,Rory Bartlett
Rosa.Stone@example.com,['Iphone'],"Paris, France",922-216-4141,281.0,Rosa Stone
Rosanna.Dyer@example.com,['Iphone'],"Los Angeles, USA",512-600-6692,986.0,Rosanna Dyer
Rowan.Acevedo@example.com,"['Desktop', 'Iphone']","Los Angeles, USA",223-620-9032,663.0,Rowan Acevedo
Ruby.Reid@example.com,['Iphone'],"San Francisco, USA",877-977-4677,422.0,Ruby Reid
Rupert.Mejia@example.com,"['Android', 'Desktop']","San Francisco, USA",194-235-2353,223.0,Rupert Mejia
Russell.Carlson@example.com,"['Android', 'Desktop']","San Francisco, USA",635-758-7564,835.0,Russell Carlson
Russell.Long@example.com,"['Android', 'Iphone', 'Desktop']","Montreal, Canada",399-959-7203,923.0,Russell Long
Ruth.Andrews@example.com,"['Desktop', 'Iphone']","Chicago, USA",159-468-6067,106.0,Ruth Andrews
Ruth.Stone@example.com,"['Android', 'Iphone']","Montreal, Canada",429-930-9178,539.0,Ruth Stone
Saad.Ali@example.com,['Iphone'],"San Francisco, USA",185-189-3978,812.0,Saad Ali
Sabrina.Becker@example.com,['Android'],"Toronto, Canada",895-364-8107,476.0,Sabrina Becker
Sadie.Hammond@example.com,"['Android', 'Iphone']","Barcelona, Spain",799-609-4421,358.0,Sadie Hammond
Safaa.Lopez@example.com,['Android'],"Chicago, USA",863-714-5286,402.0,Safaa Lopez
Safaa.Sharpe@example.com,['Desktop'],"San Francisco, USA",648-955-3738,563.0,Safaa Sharpe
Safia.Ayers@example.com,['Iphone'],"San Francisco, USA",512-649-7865,84.0,Safia Ayers
Sahar.Kim@example.com,"['Android', 'Iphone']","San Francisco, USA",718-676-2743,220.0,Sahar Kim
Sahil.Lyons@example.com,"['Android', 'Desktop']","Montreal, Canada",494-702-9881,339.0,Sahil Lyons
Saif.Green@example.com,['Iphone'],"Paris, France",978-659-7286,68.0,Saif Green
Saira.Lewis@example.com,['Iphone'],"New York, USA",921-562-9790,783.0,Saira Lewis
Sam.Arias@example.com,['Iphone'],"Chicago, USA",415-467-1137,997.0,Sam Arias
Sameer.Watkins@example.com,['Desktop'],"Montreal, Canada",982-313-9358,859.0,Sameer Watkins
Samia.Bradley@example.com,"['Desktop', 'Iphone']","San Diego, USA",363-816-6259,907.0,Samia Bradley
Samson.Berger@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",815-817-9902,887.0,Samson Berger
Sandra.Bowman@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",190-234-9749,495.0,Sandra Bowman
Sandra.Cherry@example.com,['Desktop'],"San Francisco, USA",218-605-4170,18.0,Sandra Cherry
Saoirse.Keller@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",699-966-4749,69.0,Saoirse Keller
Sapphire.Hatfield@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",564-357-3504,673.0,Sapphire Hatfield
Sapphire.Lane@example.com,"['Android', 'Iphone']","Chicago, USA",847-138-8647,911.0,Sapphire Lane
Sara.Harris@example.com,"['Android', 'Iphone']","San Francisco, USA",549-750-2047,374.0,Sara Harris
Sarah.Mooney@example.com,"['Android', 'Iphone', 'Desktop']","Chicago, USA",507-446-1333,250.0,Sarah Mooney
Sasha.Berger@example.com,['Android'],"London, United Kingdom",492-295-4570,766.0,Sasha Berger
Sasha.Ponce@example.com,"['Android', 'Iphone']","New York, USA",746-650-5343,836.0,Sasha Ponce
Saskia.Glover@example.com,"['Desktop', 'Iphone']","Los Angeles, USA",883-302-1765,376.0,Saskia Glover
Savannah.Boone@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",159-573-6793,540.0,Savannah Boone
Scarlett.Bradley@example.com,['Iphone'],"San Diego, USA",841-963-6257,513.0,Scarlett Bradley
Sean.Bolton@example.com,"['Android', 'Iphone']","Los Angeles, USA",222-241-5406,118.0,Sean Bolton
Sebastian.Pierce@example.com,"['Android', 'Iphone', 'Desktop']","Chicago, USA",947-717-1440,992.0,Sebastian Pierce
Seren.Rocha@example.com,['Iphone'],"Toronto, Canada",880-236-4632,323.0,Seren Rocha
Serena.Lewis@example.com,"['Android', 'Iphone', 'Desktop']","Montreal, Canada",730-187-7131,876.0,Serena Lewis
Seth.Walter@example.com,['Iphone'],"London, United Kingdom",988-932-7592,642.0,Seth Walter
Shane.Wheeler@example.com,"['Android', 'Iphone']","Los Angeles, USA",315-892-7127,735.0,Shane Wheeler
Sharon.Rojas@example.com,['Iphone'],"New York, USA",901-513-9962,354.0,Sharon Rojas
Siena.Stanton@example.com,"['Android', 'Iphone', 'Desktop']","Chicago, USA",247-260-7851,304.0,Siena Stanton
Sienna.Howard@example.com,['Desktop'],"Los Angeles, USA",835-486-5256,732.0,Sienna Howard
Simeon.Mccall@example.com,"['Android', 'Desktop']","San Francisco, USA",135-125-7738,1000.0,Simeon Mccall
Simon.Santiago@example.com,"['Android', 'Desktop']","Paris, France",471-290-4198,858.0,Simon Santiago
Sinead.Horne@example.com,"['Android', 'Desktop']","Toronto, Canada",340-355-9098,219.0,Sinead Horne
Sinead.Montes@example.com,['Android'],"New York, USA",711-829-6800,826.0,Sinead Montes
Sonia.Lowe@example.com,['Android'],"Paris, France",418-550-4001,222.0,Sonia Lowe
Sophia.Randolph@example.com,"['Android', 'Iphone']","New York, USA",972-667-2372,481.0,Sophia Randolph
Sophie.Lindsey@example.com,['Desktop'],"Paris, France",392-864-7558,475.0,Sophie Lindsey
Soraya.Bradford@example.com,['Desktop'],"Chicago, USA",951-513-3667,849.0,Soraya Bradford
Stacey.Daniel@example.com,['Android'],"San Diego, USA",246-819-8817,709.0,Stacey Daniel
Stacey.Manning@example.com,['Android'],"Los Angeles, USA",981-952-6391,870.0,Stacey Manning
Stella.Wilkinson@example.com,"['Android', 'Iphone']","Los Angeles, USA",145-501-4975,639.0,Stella Wilkinson
Stephanie.Rice@example.com,['Android'],"Montreal, Canada",830-901-9870,30.0,Stephanie Rice
Steven.Reid@example.com,"['Android', 'Desktop']","San Francisco, USA",490-977-4025,296.0,Steven Reid
Stuart.Clements@example.com,"['Android', 'Iphone', 'Desktop']","New York, USA",104-221-4124,955.0,Stuart Clements
Sufyaan.Castillo@example.com,"['Android', 'Desktop']","Montreal, Canada",412-479-8766,579.0,Sufyaan Castillo
Sufyaan.Gonzales@example.com,"['Android', 'Iphone', 'Desktop']","San Diego, USA",729-767-8923,417.0,Sufyaan Gonzales
Sufyaan.Villanueva@example.com,['Android'],"Toronto, Canada",882-282-1419,949.0,Sufyaan Villanueva
Sufyan.Guzman@example.com,"['Desktop', 'Iphone']","Montreal, Canada",125-583-6823,585.0,Sufyan Guzman
Susan.Fowler@example.com,"['Android', 'Iphone']","San Diego, USA",305-117-8580,803.0,Susan Fowler
Susannah.Kane@example.com,"['Android', 'Iphone', 'Desktop']","New York, USA",172-773-1455,590.0,Susannah Kane
Susannah.O'Doherty@example.com,"['Android', 'Iphone', 'Desktop']","Chicago, USA",981-489-3689,56.0,Susannah O'Doherty
Susie.Gibbons@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",194-777-4804,193.0,Susie Gibbons
Sydney.Pratt@example.com,"['Desktop', 'Iphone']","Toronto, Canada",297-838-1084,892.0,Sydney Pratt
Syed.Mooney@example.com,"['Desktop', 'Iphone']","San Francisco, USA",348-929-4959,810.0,Syed Mooney
Syeda.Calhoun@example.com,['Desktop'],"Chicago, USA",738-680-1717,658.0,Syeda Calhoun
Taha.Carroll@example.com,"['Android', 'Iphone']","Chicago, USA",368-154-2650,343.0,Taha Carroll
Taha.Casey@example.com,"['Android', 'Desktop']","Los Angeles, USA",581-100-2001,76.0,Taha Casey
Taha.Torres@example.com,['Iphone'],"Los Angeles, USA",685-146-7547,458.0,Taha Torres
Talha.Austin@example.com,"['Desktop', 'Iphone']","New York, USA",279-345-3532,163.0,Talha Austin
Tamara.Riddle@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",481-405-7265,235.0,Tamara Riddle
Tamsin.Stein@example.com,"['Android', 'Iphone']","Los Angeles, USA",953-386-1321,701.0,Tamsin Stein
Tamzin.Hernandez@example.com,"['Android', 'Desktop']","Chicago, USA",657-945-1077,333.0,Tamzin Hernandez
Tanya.Watson@example.com,"['Android', 'Iphone']","Montreal, Canada",432-515-4933,115.0,Tanya Watson
Tara.Brewer@example.com,['Iphone'],"New York, USA",114-507-5478,526.0,Tara Brewer
Tariq.Holman@example.com,"['Desktop', 'Iphone']","Paris, France",734-647-8275,403.0,Tariq Holman
Tasnim.Cobb@example.com,['Desktop'],"San Diego, USA",262-380-8877,8.0,Tasnim Cobb
Taylor.Leon@example.com,['Android'],"Paris, France",857-418-9149,609.0,Taylor Leon
Taylor.Ramos@example.com,"['Android', 'Desktop']","Toronto, Canada",833-282-1248,244.0,Taylor Ramos
Taylor.Woods@example.com,"['Android', 'Iphone', 'Desktop']","Chicago, USA",294-365-8364,850.0,Taylor Woods
Ted.Eaton@example.com,['Desktop'],"Paris, France",534-915-3617,788.0,Ted Eaton
Ted.Wiggins@example.com,['Android'],"San Diego, USA",153-176-3641,936.0,Ted Wiggins
Terence.Rosales@example.com,"['Desktop', 'Iphone']","Toronto, Canada",298-641-6696,479.0,Terence Rosales
Teresa.Mccarty@example.com,"['Desktop', 'Iphone']","Toronto, Canada",223-114-4003,122.0,Teresa Mccarty
Tess.Short@example.com,"['Android', 'Desktop']","Los Angeles, USA",990-918-2059,319.0,Tess Short
Thea.Hamilton@example.com,"['Android', 'Iphone', 'Desktop']","Montreal, Canada",868-547-6826,324.0,Thea Hamilton
Thea.Suarez@example.com,"['Android', 'Iphone', 'Desktop']","Toronto, Canada",647-211-7337,687.0,Thea Suarez
Theresa.Bentley@example.com,['Android'],"San Francisco, USA",553-407-1049,667.0,Theresa Bentley
Thomas.English@example.com,['Desktop'],"New York, USA",891-190-2889,154.0,Thomas English
Tia.Ali@example.com,['Android'],"San Francisco, USA",507-663-5326,747.0,Tia Ali
Tia.Potter@example.com,"['Android', 'Iphone']","New York, USA",137-491-6519,175.0,Tia Potter
Tiago.Dunn@example.com,"['Android', 'Iphone']","San Diego, USA",728-796-4352,197.0,Tiago Dunn
Tiana.Decker@example.com,"['Desktop', 'Iphone']","London, United Kingdom",255-136-3687,784.0,Tiana Decker
Tiffany.Griffith@example.com,['Android'],"Paris, France",201-302-5165,843.0,Tiffany Griffith
Timothy.Jacobs@example.com,"['Android', 'Desktop']","Barcelona, Spain",105-356-5519,393.0,Timothy Jacobs
Tina.Powell@example.com,"['Android', 'Desktop']","New York, USA",372-218-6551,132.0,Tina Powell
Tobias.Beltran@example.com,"['Desktop', 'Iphone']","Chicago, USA",598-751-1029,749.0,Tobias Beltran
Tobias.Schultz@example.com,"['Desktop', 'Iphone']","Los Angeles, USA",995-854-2821,961.0,Tobias Schultz
Tom.Tapia@example.com,['Desktop'],"Chicago, USA",439-227-1780,675.0,Tom Tapia
Tomas.Griffith@example.com,['Iphone'],"London, United Kingdom",492-337-4468,42.0,Tomas Griffith
Tomasz.Baker@example.com,"['Android', 'Desktop']","Barcelona, Spain",778-642-7614,872.0,Tomasz Baker
Tommy.Farmer@example.com,['Android'],"Toronto, Canada",999-431-4584,263.0,Tommy Farmer
Tomos.Velez@example.com,"['Android', 'Desktop']","Los Angeles, USA",233-661-3978,656.0,Tomos Velez
Tony.Shepard@example.com,['Iphone'],"Barcelona, Spain",416-772-8288,218.0,Tony Shepard
Tori.Rowland@example.com,"['Android', 'Iphone']","San Diego, USA",372-470-9101,931.0,Tori Rowland
Traci.Banks@example.com,"['Android', 'Iphone']","San Francisco, USA",313-374-6903,98.0,Traci Banks
Trinity.Mora@example.com,['Android'],"Toronto, Canada",406-645-2610,407.0,Trinity Mora
Tristan.Lambert@example.com,"['Android', 'Iphone', 'Desktop']","San Diego, USA",125-567-3504,463.0,Tristan Lambert
Tristan.Valdez@example.com,"['Android', 'Iphone']","Los Angeles, USA",109-614-1639,538.0,Tristan Valdez
Ty.Mcintyre@example.com,"['Android', 'Iphone']","San Francisco, USA",743-856-9854,62.0,Ty Mcintyre
Ty.Serrano@example.com,['Iphone'],"San Francisco, USA",901-570-7400,547.0,Ty Serrano
Tyler.Vasquez@example.com,['Iphone'],"London, United Kingdom",899-668-7177,909.0,Tyler Vasquez
Tyrell.Holman@example.com,"['Desktop', 'Iphone']","San Francisco, USA",582-574-4299,554.0,Tyrell Holman
Umar.Guerrero@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",207-890-3313,522.0,Umar Guerrero
Usman.Swanson@example.com,"['Android', 'Iphone', 'Desktop']","London, United Kingdom",431-103-9132,100.0,Usman Swanson
Valentina.Cross@example.com,"['Android', 'Iphone']","Los Angeles, USA",142-486-2939,545.0,Valentina Cross
Valerie.Bright@example.com,['Iphone'],"Los Angeles, USA",838-333-3237,845.0,Valerie Bright
Valerie.Oneal@example.com,"['Android', 'Iphone', 'Desktop']","Toronto, Canada",651-335-6190,70.0,Valerie Oneal
Vera.Walker@example.com,"['Desktop', 'Iphone']","London, United Kingdom",516-811-2158,661.0,Vera Walker
Verity.Oneal@example.com,"['Android', 'Desktop']","San Francisco, USA",736-555-3571,404.0,Verity Oneal
Vincent.Garrison@example.com,['Iphone'],"Chicago, USA",598-173-8153,705.0,Vincent Garrison
Vinnie.Schwartz@example.com,['Desktop'],"San Diego, USA",790-948-7013,570.0,Vinnie Schwartz
Vivian.Peterson@example.com,['Android'],"San Francisco, USA",598-995-3909,79.0,Vivian Peterson
Wade.Hancock@example.com,"['Android', 'Iphone', 'Desktop']","London, United Kingdom",245-455-9119,703.0,Wade Hancock
Wendy.Mcclure@example.com,['Android'],"San Diego, USA",830-402-9784,743.0,Wendy Mcclure
Wilbur.Hicks@example.com,['Android'],"San Diego, USA",979-216-9924,820.0,Wilbur Hicks
Wilbur.Valentine@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",718-283-9417,557.0,Wilbur Valentine
Wilfred.Michael@example.com,['Iphone'],"Chicago, USA",632-902-2453,644.0,Wilfred Michael
Will.Santana@example.com,"['Android', 'Desktop']","Los Angeles, USA",460-231-8743,159.0,Will Santana
Willard.Gray@example.com,"['Android', 'Desktop', 'Iphone']","Paris, France",894-914-4304,474.0,Willard Gray
Willard.Odling@example.com,"['Android', 'Desktop']","Chicago, USA",156-301-8459,514.0,Willard Odling
William.Franco@example.com,"['Android', 'Iphone']","Toronto, Canada",196-468-3312,918.0,William Franco
Willow.Buck@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",472-603-6198,778.0,Willow Buck
Xander.Levine@example.com,"['Desktop', 'Iphone']","Toronto, Canada",790-969-1579,695.0,Xander Levine
Xavier.Mcguire@example.com,['Desktop'],"San Francisco, USA",329-569-7858,337.0,Xavier Mcguire
Yaseen.Kennedy@example.com,"['Android', 'Iphone', 'Desktop']","Chicago, USA",778-172-1502,855.0,Yaseen Kennedy
Yash.Mcleod@example.com,['Android'],"London, United Kingdom",270-525-3291,723.0,Yash Mcleod
Yasin.Rogers@example.com,['Iphone'],"San Diego, USA",416-776-3422,577.0,Yasin Rogers
Yasmine.Scott@example.com,['Desktop'],"San Diego, USA",300-321-6761,925.0,Yasmine Scott
Yousef.Andrews@example.com,"['Android', 'Iphone']","Los Angeles, USA",532-910-6535,388.0,Yousef Andrews
Yusra.Fletcher@example.com,"['Android', 'Iphone', 'Desktop']","Toronto, Canada",385-702-8874,3.0,Yusra Fletcher
Yusra.Norman@example.com,"['Android', 'Desktop']","Los Angeles, USA",945-940-4995,582.0,Yusra Norman
Yusuf.Dickerson@example.com,['Android'],"San Francisco, USA",502-896-9441,750.0,Yusuf Dickerson
Yusuf.Salazar@example.com,['Android'],"Toronto, Canada",311-351-7403,269.0,Yusuf Salazar
Zac.Wagner@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",131-396-9743,280.0,Zac Wagner
Zachary.Lawson@example.com,['Desktop'],"San Diego, USA",655-475-1852,886.0,Zachary Lawson
Zachary.Rubio@example.com,"['Android', 'Iphone', 'Desktop']","Montreal, Canada",971-477-1542,975.0,Zachary Rubio
Zachery.Brennan@example.com,['Android'],"San Francisco, USA",323-591-3874,83.0,Zachery Brennan
Zachery.Snow@example.com,['Iphone'],"Toronto, Canada",354-295-2894,382.0,Zachery Snow
Zack.Griffin@example.com,['Desktop'],"San Diego, USA",467-370-7724,16.0,Zack Griffin
Zack.Mcclain@example.com,['Iphone'],"New York, USA",586-280-9496,133.0,Zack Mcclain
Zahraa.Villanueva@example.com,['Desktop'],"San Francisco, USA",130-183-4153,256.0,Zahraa Villanueva
Zain.Haney@example.com,['Desktop'],"New York, USA",206-514-3761,978.0,Zain Haney
Zakariya.Stuart@example.com,['Desktop'],"Los Angeles, USA",192-776-4957,956.0,Zakariya Stuart
Zaki.Mcpherson@example.com,"['Android', 'Desktop']","San Francisco, USA",344-278-2013,568.0,Zaki Mcpherson
Zakir.Russell@example.com,"['Desktop', 'Iphone']","Toronto, Canada",599-588-9264,198.0,Zakir Russell
Zane.Oconnor@example.com,['Desktop'],"Chicago, USA",108-772-5524,900.0,Zane Oconnor
Zara.Oconnell@example.com,['Android'],"Toronto, Canada",543-537-6044,664.0,Zara Oconnell
Zara.Washington@example.com,"['Desktop', 'Iphone']","London, United Kingdom",679-367-1926,246.0,Zara Washington
Zayd.Yoder@example.com,"['Android', 'Desktop']","New York, USA",259-388-7717,233.0,Zayd Yoder
Zayn.Kaufman@example.com,"['Desktop', 'Iphone']","Chicago, USA",893-890-8415,660.0,Zayn Kaufman
Zayn.Webb@example.com,"['Android', 'Desktop']","New York, USA",561-761-7547,556.0,Zayn Webb
Zaynab.Davila@example.com,['Iphone'],"Toronto, Canada",767-906-5124,953.0,Zaynab Davila
Zaynab.Salas@example.com,['Iphone'],"San Diego, USA",696-692-1941,397.0,Zaynab Salas
Zaynah.Wong@example.com,"['Android', 'Iphone']","Paris, France",597-835-8978,649.0,Zaynah Wong
Zoe.Decker@example.com,"['Desktop', 'Iphone']","Los Angeles, USA",197-454-9658,897.0,Zoe Decker
Zoe.Newman@example.com,"['Desktop', 'Iphone']","San Francisco, USA",620-765-4496,205.0,Zoe Newman
Zohaib.Hartman@example.com,['Desktop'],"Montreal, Canada",928-400-6426,130.0,Zohaib Hartman
Zohaib.Preston@example.com,['Iphone'],"San Francisco, USA",575-540-7871,469.0,Zohaib Preston
Zoya.Giles@example.com,"['Android', 'Iphone']","Toronto, Canada",301-750-7631,127.0,Zoya Giles
Zubair.Sheppard@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",845-425-4523,467.0,Zubair Sheppard
Zuzanna.Moody@example.com,"['Desktop', 'Iphone']","San Diego, USA",727-221-6352,454.0,Zuzanna Moody
